fileName,publication,pubId,title,date,x,y
718.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-65.29814147949219,17.086591720581055
719.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",70.16253662109375,-69.37979125976562
721.txt,News Desk,24,THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS,"Jan 20, 2014, 12:00:00 AM",-65.72335815429688,17.400672912597656
726.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",57.83494186401367,10.160137176513672
733.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",95.43673706054688,27.817819595336914
744.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-17.713712692260742,-21.483129501342773
749.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",6.100633144378662,-98.39328002929688
759.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-50.779998779296875,-8.555639266967773
76.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",-17.323617935180664,17.237071990966797
761.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-14.233399391174316,13.271520614624023
763.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",2.5532493591308594,-16.96576690673828
772.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-116.81208801269531,0.4192977845668793
776.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-17.321369171142578,17.2371826171875
78.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",11.595861434936523,-15.88810920715332
783.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",80.01573944091797,-0.12437688559293747
790.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-28.56948471069336,-43.03455352783203
8.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",81.71635437011719,-1.869235634803772
803.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",11.329512596130371,-29.615554809570312
804.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-17.3826961517334,-21.77288055419922
805.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",69.5727767944336,-34.073917388916016
806.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",70.9122543334961,-34.728294372558594
811.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",81.68637084960938,0.9138367772102356
813.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",114.18994140625,11.5114107131958
817.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-23.396642684936523,-26.288610458374023
818.txt,News Desk,24,ENVELOPE OMHOOG OF EVENTS AT GASTECH,"Jan 20, 2014, 12:00:00 AM",58.20585632324219,5.694187164306641
827.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",15.747032165527344,23.929332733154297
828.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-101.2237548828125,9.190229415893555
829.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",3.6324894428253174,-21.52967643737793
830.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-2.2340261936187744,30.320770263671875
831.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",82.15985870361328,-0.48521488904953003
834.txt,The Abila Post,22,Title Not Given,"Jan 20, 2014, 12:00:00 AM",15.747476577758789,23.931373596191406
838.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",37.14408493041992,43.35679244995117
841.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-100.17774963378906,-6.084906101226807
842.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-16.082687377929688,-22.38097381591797
844.txt,Centrum Sentinel,27,Title Not Given,"Jan 20, 2014, 12:00:00 AM",8.134203910827637,-19.105262756347656
85.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-19.966089248657227,-4.044151782989502
87.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-93.63745880126953,-34.5222282409668
9.txt,Kronos Star,11,Breaking: Emergency at GAStech Headquarters Building [Updates],"Jan 20, 2014, 12:00:00 AM",-19.120983123779297,12.08713436126709
90.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",4.215391635894775,-118.5662612915039
92.txt,Tethys News,26,To break off itself: The emergency to GAStech quarters the construction [modernizations],"Jan 20, 2014, 12:00:00 AM",14.272985458374023,-19.601667404174805
94.txt,Homeland Illumination,17,Title Not Given,"Jan 20, 2014, 12:00:00 AM",-10.867304801940918,-31.205326080322266
99.txt,Modern Rubicon,28,Title Not Given,"Jan 20, 2014, 12:00:00 AM",80.69286346435547,-1.0673975944519043
106.txt,Modern Rubicon,28,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-97.96646881103516,-20.78297996520996
110.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-27.742395401000977,9.20097827911377
142.txt,Centrum Sentinel,27,Title Not Given,"Jan 21, 2014, 12:00:00 AM",57.311920166015625,97.45779418945312
159.txt,Modern Rubicon,28,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-55.660850524902344,79.2374038696289
167.txt,International Times,0,GASTech Employees Kidnapped in Kronos,"Jan 21, 2014, 12:00:00 AM",4.122992992401123,13.288537979125977
178.txt,The Tulip,9,THE REQUIREMENTS OF THE RANSOM WHICH ARE MADE IN REMOVAL GASTECH,"Jan 21, 2014, 12:00:00 AM",-52.198123931884766,2.6455209255218506
218.txt,The Abila Post,22,Title Not Given,"Jan 21, 2014, 12:00:00 AM",28.01266860961914,43.57658767700195
219.txt,News Online Today,3,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,"Jan 21, 2014, 12:00:00 AM",1.509981393814087,3.0034773349761963
245.txt,The Continent,4,The employees of GASTech who are kidnapped in Kronos,"Jan 21, 2014, 12:00:00 AM",5.110958576202393,12.924826622009277
250.txt,The Abila Post,22,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-14.514179229736328,-3.038860559463501
261.txt,The Abila Post,22,Title Not Given,"Jan 21, 2014, 12:00:00 AM",69.4405288696289,-32.49147033691406
274.txt,Worldwise,15,Conference of news of catch of police force on the kidnapping of GAStech,"Jan 21, 2014, 12:00:00 AM",-2.580796957015991,-31.4492130279541
276.txt,International News,12,Police Hold News Conference on GAStech Kidnapping,"Jan 21, 2014, 12:00:00 AM",-4.78575325012207,-28.895565032958984
30.txt,Modern Rubicon,28,Title Not Given,"Jan 21, 2014, 12:00:00 AM",28.0131893157959,43.57615661621094
310.txt,Who What News,8,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,"Jan 21, 2014, 12:00:00 AM",-49.76340866088867,1.0578583478927612
344.txt,News Online Today,3,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,"Jan 21, 2014, 12:00:00 AM",-1.8696688413619995,-7.506533145904541
372.txt,The Guide,13,Conference of the news of the grasping of the police on the kidnapping of GAStech,"Jan 21, 2014, 12:00:00 AM",-2.6996636390686035,-31.336830139160156
396.txt,World Journal,5,Employees of GASTech removed in Kronos,"Jan 21, 2014, 12:00:00 AM",5.640659809112549,14.742013931274414
407.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-41.97125244140625,46.80839920043945
418.txt,Centrum Sentinel,27,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-84.27273559570312,78.7530746459961
460.txt,Everyday News,2,Kidnapped employees of GASTech in Kronos,"Jan 21, 2014, 12:00:00 AM",5.545159816741943,14.599085807800293
463.txt,The Truth,14,Sanjorge of GAStech escape which kidnap GAStech at HK,"Jan 21, 2014, 12:00:00 AM",-21.0771541595459,-51.45125198364258
481.txt,Kronos Star,11,Sanjorge Escapes Kidnapping at GAStech HQ,"Jan 21, 2014, 12:00:00 AM",-20.56720733642578,-49.459815979003906
536.txt,The General Post,10,DEMANDS OF THE RESCUE DONE IN THE KIDNAPPING OF GASTECH,"Jan 21, 2014, 12:00:00 AM",-50.66583251953125,0.6396276354789734
556.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",10.942488670349121,-11.623318672180176
579.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",7.516885757446289,98.57891845703125
583.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-17.600500106811523,-98.07923126220703
598.txt,News Online Today,3,GASTech Employees Kidnapped in Kronos,"Jan 21, 2014, 12:00:00 AM",2.7914011478424072,13.071107864379883
599.txt,The Truth,14,The conference of the news of the seizure of the police force concerning removal GAStech,"Jan 21, 2014, 12:00:00 AM",-1.8903934955596924,-32.11173629760742
62.txt,The Guide,13,Sanjorge de GAStech saves the kidnapping in the HQ of GAStech,"Jan 21, 2014, 12:00:00 AM",-21.76544952392578,-51.02664566040039
624.txt,Centrum Sentinel,27,Title Not Given,"Jan 21, 2014, 12:00:00 AM",10.954474449157715,-11.60823917388916
654.txt,The Abila Post,22,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-103.35301208496094,53.568851470947266
676.txt,News Online Today,3,Police Hold News Conference on GAStech Kidnapping,"Jan 21, 2014, 12:00:00 AM",4.352906703948975,-3.4294965267181396
689.txt,International News,12,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,"Jan 21, 2014, 12:00:00 AM",-20.4477596282959,-49.27888870239258
693.txt,Kronos Star,11,d News Conference on GAStech Kidnapping,"Jan 21, 2014, 12:00:00 AM",-4.818514347076416,-28.84657096862793
708.txt,Centrum Sentinel,27,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-41.97087478637695,46.80815887451172
727.txt,Modern Rubicon,28,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-14.517077445983887,-3.012066125869751
738.txt,Homeland Illumination,17,Title Not Given,"Jan 21, 2014, 12:00:00 AM",44.5706787109375,81.87599182128906
752.txt,Worldwise,15,Escapes from Sanjorge de GAStech removing at the HQ of GAStech,"Jan 21, 2014, 12:00:00 AM",-22.19137191772461,-51.06183624267578
787.txt,World Source,1,GASTech Employees Kidnapped in Kronos,"Jan 21, 2014, 12:00:00 AM",3.5631110668182373,13.200337409973145
793.txt,Centrum Sentinel,27,Title Not Given,"Jan 21, 2014, 12:00:00 AM",-27.74178695678711,9.20227336883545
822.txt,The Light of Truth,7,RANSOM DEMANDS MADE IN THE KIDNAPPING OF GASTECH,"Jan 21, 2014, 12:00:00 AM",-51.79365921020508,2.276988983154297
824.txt,The World,6,RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,"Jan 21, 2014, 12:00:00 AM",-50.456233978271484,1.0922086238861084
200.txt,Everyday News,2,4 of March of 2010,"Mar 26, 2014, 12:00:00 AM",30.228708267211914,35.615596771240234
234.txt,Everyday News,2,Unknown,"Mar 26, 2014, 12:00:00 AM",39.35811996459961,-28.509666442871094
279.txt,World Journal,5,The perspicacity of an expert: prosperity as foreign PRESIDENT in Kronos,"Mar 26, 2014, 12:00:00 AM",16.189533233642578,11.254547119140625
535.txt,The Continent,4,The insight of an expert: thriving as foreign CEO in Kronos,"Mar 26, 2014, 12:00:00 AM",15.61695671081543,11.573291778564453
55.txt,Daily Pegasus,20,INFLAMMATION OF THE PROTESTS IN ABILA IN ANSWER TO CALLS TO THE ACTION,"Mar 26, 2014, 12:00:00 AM",3.9273619651794434,-7.433061122894287
656.txt,Everyday News,2,Penetration of an expert: prospering like foreign CEO in Kronos,"Mar 26, 2014, 12:00:00 AM",15.687865257263184,11.529691696166992
687.txt,World Journal,5,Unknown,"Mar 26, 2014, 12:00:00 AM",39.399803161621094,-28.43999671936035
